field_id,field_name,field_type,field_label,required,validation_rules,max_length,options,table_name,table_row,field_context,page_number,coordinates,help_text
legacy_,field,dropdown,,False,,,"['          ', 'Ontario Court of Justice', 'Superior Court of Justice', 'Superior Court of Justice, Family Court']",,,Legacy Form Field,0,,
legacy__2,2,text,,False,,,,,,Legacy Form Field,0,,
legacy__3,3,text,,False,,,,,,Legacy Form Field,0,,
legacy__4,4,text,,False,,,,,,Legacy Form Field,0,,
legacy__5,5,text,,False,,,,,,Legacy Form Field,0,,
legacy__6,6,text,,False,,,,,,Legacy Form Field,0,,
legacy__7,7,text,,False,,,,,,Legacy Form Field,0,,
legacy__8,8,checkbox,,False,,,,,,Legacy Form Field,0,,
legacy__9,9,checkbox,,False,,,,,,Legacy Form Field,0,,
legacy__10,10,checkbox,,False,,,,,,Legacy Form Field,0,,
legacy__11,11,checkbox,,False,,,,,,Legacy Form Field,0,,
legacy__12,12,checkbox,,False,,,,,,Legacy Form Field,0,,
legacy__13,13,checkbox,,False,,,,,,Legacy Form Field,0,,
legacy__14,14,checkbox,,False,,,,,,Legacy Form Field,0,,
legacy__15,15,checkbox,,False,,,,,,Legacy Form Field,0,,
legacy__16,16,text,,False,,,,,,Legacy Form Field,0,,
legacy__17,17,text,,False,,,,,,Legacy Form Field,0,,
legacy__18,18,text,,False,,,,,,Legacy Form Field,0,,
legacy__19,19,text,,False,,,,,,Legacy Form Field,0,,
legacy__20,20,text,,False,,,,,,Legacy Form Field,0,,
legacy_Text10,text10,text,Text Field 10,False,,,,,,Legacy Form Field,0,,
legacy_Text10_2,text10_2,text,Text Field 10,False,,,,,,Legacy Form Field,0,,
legacy__21,21,text,,False,,,,,,Legacy Form Field,0,,
legacy__22,22,text,,False,,,,,,Legacy Form Field,0,,
legacy__23,23,text,,False,,,,,,Legacy Form Field,0,,
